name,opt,time,result,states,SMT calls Subseteq(),SMT calls Empty(),SMT queries,SMT queries SAT,SMT queries unSAT,SMT queries unSAT,SMT subseteq on syntax. equal,SMT simplify calls,SMT CACHED,Instruction executed,Instructions executed observable,Hit count,Miss count,Replace count,Note
byte_add_1_true_o2.ll,2,3.07626,true,190,405,114,492,378,,,,170,,3090,,0,0,0,
interleave_bits_true_os.ll,S,0.041324,true,33,,2,2,,,,,3,,423,,0,0,0,
byte_add_1_true_os.ll,S,3.056224,true,190,405,114,492,378,,,,170,,3090,,0,0,0,
signextension2_false_o0.ll,0,0.021274,false,17,,,,,,,,,,33,,0,0,0,
gcd_4_true_o0.ll,0,0.020676,true,59,,,,,,,,9,,119,,0,0,0,
num_conversion_1_true_os.ll,S,0.020684,true,12,,,,,,,,1,,106,,0,0,0,
signextension2_true_os.ll,S,0.020661,true,2,,,,,,,,1,,3,,0,0,0,
implicitunsignedconversion_false_o0.ll,0,0.020628,false,7,,,,,,,,,,13,,0,0,0,
s3_clnt_3_false.BV.c.cil_os.ll,S,248.441629,false,16734,12744,31184,43927,144,12599,,,43787,,204262,,0,0,0,
byte_add_2_true_o2.ll,2,3.098479,true,182,405,114,492,378,,,,170,,3102,,0,0,0,
implicitunsignedconversion_false_o2.ll,2,0.021272,false,2,,,,,,,,,,2,,0,0,0,
byte_add_2_true_os.ll,S,3.136681,true,182,405,114,492,378,,,,170,,3102,,0,0,0,
num_conversion_2_true_os.ll,S,0.021214,true,2,,,,,,,,1,,3,,0,0,0,
integerpromotion_true_o2.ll,2,0.020654,true,2,,,,,,,,1,,3,,0,0,0,
signextension_true_os.ll,S,0.020648,true,2,,,,,,,,1,,11,,0,0,0,
gcd_1_true_o2.ll,2,0.342525,true,4,3,14,14,,,,,18,,48,,0,0,0,
gcd_4_true_os.ll,S,0.020711,true,9,,,,,,,,1,,59,,0,0,0,
s3_clnt_1_true.BV.c.cil_os.ll,S,379.072848,true,33126,15839,45950,61787,288,15549,,,61505,,306982,,0,0,0,
signextension2_true_o2.ll,2,0.022757,true,2,,,,,,,,1,,3,,0,0,0,
signextension_false_o0.ll,0,0.020692,true,24,,,,,,,,8,,50,,0,0,0,
integerpromotion_false_os.ll,S,0.02068,false,2,,,,,,,,,,4,,0,0,0,
gcd_4_true_o2.ll,2,0.020671,true,9,,,,,,,,1,,59,,0,0,0,
s3_clnt_1_false.BV.c.cil_o2.ll,2,425.53325,false,31439,19261,46456,65715,6078,13181,,,60451,,270314,,0,0,0,
num_conversion_1_true_o2.ll,2,0.022754,true,2,,,,,,,,1,,3,,0,0,0,
gcd_3_true_o2.ll,2,310.225473,true,78,368,220,544,124,200,,,265,,662,,0,0,0,
s3_clnt_1_false.BV.c.cil_o0.ll,0,144.50969,false,68860,1876,18162,20037,,1875,,,128911,,216035,,0,0,0,
s3_clnt_2_true.BV.c.cil_o2.ll,2,297.544145,true,20981,14831,36798,51627,144,14685,,,51489,,247393,,0,0,0,
s3_clnt_3_false.BV.c.cil_o2.ll,2,247.60997,false,16734,12744,31184,43927,144,12599,,,43787,,204262,,0,0,0,
signextension2_false_o2.ll,2,0.022824,false,2,,,,,,,,,,4,,0,0,0,
signextension_false_o2.ll,2,0.0207,false,2,,,,,,,,,,12,,0,0,0,
s3_clnt_3_false.BV.c.cil_o0.ll,0,57.077501,false,33347,965,7358,8322,,964,,,62426,,102829,,0,0,0,
byte_add_1_true_o0.ll,0,15.479829,true,2512,1917,114,2004,1890,,,,842,,7058,,0,0,0,
modulus_true_o2.ll,2,0.022267,true,2,,,,,,,,1,,3,,0,0,0,
s3_clnt_1_false.BV.c.cil_os.ll,S,428.805472,false,31439,19261,46456,65715,6078,13181,,,60451,,270314,,0,0,0,
interleave_bits_true_o2.ll,2,0.042851,true,33,,2,2,,,,,3,,423,,0,0,0,
s3_clnt_3_true.BV.c.cil_os.ll,S,301.207387,true,20981,14831,36798,51627,144,14685,,,51489,,246645,,0,0,0,
interleave_bits_true_o0.ll,0,0.083033,true,429,,2,2,,,,,11,,926,,0,0,0,
num_conversion_2_true_o0.ll,0,4.825266,true,4853,255,1022,1022,,,,,2814,,13793,,0,0,0,
integerpromotion_true_os.ll,S,0.021342,true,2,,,,,,,,1,,3,,0,0,0,
signextension2_false_os.ll,S,0.020688,false,2,,,,,,,,,,4,,0,0,0,
gcd_2_true_os.ll,S,308.167748,true,78,365,218,542,124,200,,,260,,651,,0,0,0,
implicitfloatconversion_false_os.ll,S,0.023223,false,2,,,,,,,,,,2,,0,0,0,
s3_clnt_1_true.BV.c.cil_o2.ll,2,382.59652,true,33126,15839,45950,61787,288,15549,,,61505,,306982,,0,0,0,
modulus_true_os.ll,S,0.023122,true,2,,,,,,,,1,,3,,0,0,0,
gcd_1_true_os.ll,S,0.342707,true,4,3,14,14,,,,,18,,48,,0,0,0,
byte_add_2_true_o0.ll,0,15.518277,true,2558,1917,114,2004,1890,,,,842,,7193,,0,0,0,
implicitunsignedconversion_false_os.ll,S,0.021726,false,2,,,,,,,,,,2,,0,0,0,
signextension_false_os.ll,S,0.020794,false,2,,,,,,,,,,12,,0,0,0,
num_conversion_1_true_o0.ll,0,0.020765,true,98,,,,,,,,7,,256,,0,0,0,
